OBS	Resp	PPV
-4.0644	0.0169	0.3783
-4.0643	0.0169	0.3784
-4.0642	0.0169	0.3786
-4.0642	0.0169	0.3787
-4.0642	0.0169	0.3789
-4.0641	0.0169	0.379
-4.0641	0.0169	0.3792
-4.0638	0.0169	0.3793
-4.0637	0.0169	0.3794
-4.0635	0.0169	0.3796
-4.0635	0.0169	0.3797
-4.0635	0.0169	0.3799
-4.0634	0.0169	0.38
-4.0634	0.0169	0.3801
-4.0631	0.0169	0.3803
-4.0628	0.0169	0.3804
-4.0628	0.0169	0.3806
-4.0626	0.0169	0.3807
-4.0624	0.0169	0.3809
-4.0623	0.0169	0.381
-4.0623	0.0169	0.3811
-4.062	0.0169	0.3813
-4.0619	0.0169	0.3814
-4.0615	0.0169	0.3816
-4.0613	0.0169	0.3817
-4.0612	0.0169	0.3819
-4.0611	0.0169	0.382
-4.0611	0.0169	0.3822
-4.061	0.0169	0.3823
-4.061	0.0169	0.3824
-4.061	0.0169	0.3826
-4.0608	0.0169	0.3827
-4.0605	0.0169	0.3829
-4.0605	0.0169	0.383
-4.0602	0.017	0.3832
-4.0602	0.017	0.3833
-4.0599	0.017	0.3835
-4.0599	0.017	0.3836
-4.0595	0.017	0.3837
-4.0593	0.017	0.3839
-4.0593	0.017	0.384
-4.0592	0.017	0.3842
-4.0592	0.017	0.3843
-4.0591	0.017	0.3845
-4.0591	0.017	0.3846
-4.059	0.017	0.3848
-4.0587	0.017	0.3849
-4.0586	0.017	0.3851
-4.0585	0.017	0.3852
-4.0585	0.017	0.3853
-4.0584	0.017	0.3855
-4.0584	0.017	0.3856
-4.0583	0.017	0.3858
-4.0583	0.017	0.3859
-4.0583	0.017	0.3861
-4.0578	0.017	0.3862
-4.0578	0.017	0.3864
-4.0578	0.017	0.3865
-4.0577	0.017	0.3867
-4.0575	0.017	0.3868
-4.0574	0.017	0.387
-4.0574	0.017	0.3871
-4.0573	0.017	0.3873
-4.0572	0.017	0.3874
-4.0572	0.017	0.3876
-4.0571	0.017	0.3877
-4.0566	0.017	0.3878
-4.0565	0.017	0.388
-4.0564	0.017	0.3881
-4.0563	0.017	0.3883
-4.0562	0.017	0.3884
-4.0559	0.017	0.3886
-4.0554	0.017	0.3887
-4.0554	0.017	0.3889
-4.0553	0.017	0.389
-4.0552	0.017	0.3892
-4.0549	0.017	0.3893
-4.0547	0.017	0.3895
-4.0546	0.017	0.3896
-4.0543	0.0171	0.3898
-4.0542	0.0171	0.3899
-4.0539	0.0171	0.3901
-4.053	0.0171	0.3902
-4.053	0.0171	0.3904
-4.0529	0.0171	0.3905
-4.0529	0.0171	0.3907
-4.0527	0.0171	0.3908
-4.0524	0.0171	0.391
-4.052	0.0171	0.3911
-4.0519	0.0171	0.3913
-4.0519	0.0171	0.3914
-4.0519	0.0171	0.3916
-4.0518	0.0171	0.3917
-4.0517	0.0171	0.3919
-4.0516	0.0171	0.392
-4.0512	0.0171	0.3922
-4.0511	0.0171	0.3923
-4.0511	0.0171	0.3925
-4.0508	0.0171	0.3926
-4.0507	0.0171	0.3928
-4.0502	0.0171	0.393
-4.0502	0.0171	0.3931
-4.0502	0.0171	0.3933
-4.0501	0.0171	0.3934
-4.0498	0.0171	0.3936
-4.0498	0.0171	0.3937
-4.049	0.0171	0.3939
-4.0488	0.0171	0.394
-4.0484	0.0172	0.3942
-4.0484	0.0172	0.3943
-4.0484	0.0172	0.3945
-4.0482	0.0172	0.3946
-4.0482	0.0172	0.3948
-4.0481	0.0172	0.3949
-4.048	0.0172	0.3951
-4.048	0.0172	0.3952
-4.0479	0.0172	0.3954
-4.0478	0.0172	0.3956
-4.0477	0.0172	0.3957
-4.0476	0.0172	0.3955
-4.0474	0.0172	0.3958
-4.0472	0.0172	0.3959
-4.0472	0.0172	0.3961
-4.047	0.0172	0.3962
-4.0469	0.0172	0.3964
-4.0468	0.0172	0.3966
-4.0467	0.0172	0.3967
-4.0466	0.0172	0.3969
-4.0465	0.0172	0.397
-4.0465	0.0172	0.3972
-4.0462	0.0172	0.3973
-4.0462	0.0172	0.3975
-4.0461	0.0172	0.3976
-4.0458	0.0172	0.3978
-4.0458	0.0172	0.398
-4.0457	0.0172	0.3981
-4.0451	0.0172	0.3983
-4.0451	0.0172	0.3984
-4.045	0.0172	0.3986
-4.0449	0.0172	0.3987
-4.0447	0.0172	0.3989
-4.0445	0.0172	0.3991
-4.0444	0.0172	0.3992
-4.0443	0.0172	0.3994
-4.0436	0.0172	0.3995
-4.0434	0.0172	0.3997
-4.0429	0.0172	0.3998
-4.0426	0.0172	0.4
-4.0425	0.0173	0.4002
-4.0425	0.0173	0.4003
-4.0421	0.0173	0.4005
-4.042	0.0173	0.4006
-4.0419	0.0173	0.4008
-4.0419	0.0173	0.4009
-4.0417	0.0173	0.4011
-4.0414	0.0173	0.4013
-4.0413	0.0173	0.4014
-4.0409	0.0173	0.4016
-4.0409	0.0173	0.4017
-4.0407	0.0173	0.4019
-4.0407	0.0173	0.4021
-4.0407	0.0173	0.4022
-4.0404	0.0173	0.4024
-4.0403	0.0173	0.4025
-4.0403	0.0173	0.4027
-4.0402	0.0173	0.4029
-4.0402	0.0173	0.403
-4.0401	0.0173	0.4032
-4.0401	0.0173	0.4033
-4.04	0.0173	0.4035
-4.0396	0.0173	0.4037
-4.0396	0.0173	0.4038
-4.0396	0.0173	0.404
-4.0395	0.0173	0.4041
-4.0391	0.0173	0.4043
-4.039	0.0173	0.4045
-4.0388	0.0173	0.4046
-4.0386	0.0173	0.4048
-4.0383	0.0173	0.405
-4.0381	0.0173	0.4051
-4.038	0.0173	0.4053
-4.0378	0.0173	0.4054
-4.0375	0.0173	0.4056
-4.0373	0.0173	0.4058
-4.0371	0.0173	0.4059
-4.0369	0.0173	0.4061
-4.0368	0.0173	0.4062
-4.0368	0.0173	0.4064
-4.0365	0.0174	0.4066
-4.0364	0.0174	0.4067
-4.0363	0.0174	0.4069
-4.0362	0.0174	0.4071
-4.0361	0.0174	0.4072
-4.0359	0.0174	0.4074
-4.0359	0.0174	0.4076
-4.0356	0.0174	0.4077
-4.0354	0.0174	0.4079
-4.0354	0.0174	0.408
-4.0351	0.0174	0.4082
-4.035	0.0174	0.4084
-4.0349	0.0174	0.4085
-4.0347	0.0174	0.4087
-4.0346	0.0174	0.4089
-4.0345	0.0174	0.409
-4.0345	0.0174	0.4092
-4.0344	0.0174	0.4094
-4.0343	0.0174	0.4095
-4.0337	0.0174	0.4097
-4.0337	0.0174	0.4099
-4.0337	0.0174	0.41
-4.0336	0.0174	0.4102
-4.0336	0.0174	0.4104
-4.0336	0.0174	0.4105
-4.0335	0.0174	0.4107
-4.0334	0.0174	0.4109
-4.0333	0.0174	0.411
-4.0332	0.0174	0.4112
-4.0329	0.0174	0.4114
-4.0328	0.0174	0.4115
-4.0327	0.0174	0.4117
-4.0326	0.0174	0.4119
-4.0326	0.0174	0.412
-4.0325	0.0174	0.4122
-4.0324	0.0174	0.4124
-4.0323	0.0174	0.4125
-4.0319	0.0174	0.4127
-4.0314	0.0174	0.4129
-4.031	0.0174	0.413
-4.0307	0.0175	0.4132
-4.0305	0.0175	0.4134
-4.0299	0.0175	0.4135
-4.0297	0.0175	0.4137
-4.0297	0.0175	0.4139
-4.0295	0.0175	0.414
-4.0294	0.0175	0.4142
-4.0294	0.0175	0.4144
-4.0293	0.0175	0.4146
-4.0291	0.0175	0.4147
-4.0291	0.0175	0.4149
-4.0285	0.0175	0.4151
-4.0285	0.0175	0.4152
-4.0284	0.0175	0.4154
-4.0282	0.0175	0.4156
-4.0276	0.0175	0.4157
-4.0275	0.0175	0.4159
-4.0275	0.0175	0.4161
-4.0274	0.0175	0.4163
-4.0274	0.0175	0.4164
-4.0274	0.0175	0.4166
-4.0273	0.0175	0.4168
-4.0272	0.0175	0.4169
-4.027	0.0175	0.4171
-4.0269	0.0175	0.4173
-4.0269	0.0175	0.4175
-4.0262	0.0175	0.4176
-4.0261	0.0175	0.4178
-4.026	0.0175	0.418
-4.0259	0.0175	0.4181
-4.0258	0.0175	0.4183
-4.0258	0.0175	0.4185
-4.0255	0.0175	0.4187
-4.0254	0.0175	0.4188
-4.0252	0.0175	0.419
-4.0251	0.0175	0.4192
-4.0248	0.0176	0.4194
-4.0247	0.0176	0.4195
-4.0246	0.0176	0.4197
-4.0243	0.0176	0.4199
-4.0242	0.0176	0.42
-4.0241	0.0176	0.4202
-4.024	0.0176	0.4204
-4.024	0.0176	0.4206
-4.024	0.0176	0.4207
-4.0239	0.0176	0.4209
-4.0238	0.0176	0.4211
-4.0237	0.0176	0.4213
-4.0235	0.0176	0.4214
-4.0234	0.0176	0.4216
-4.0232	0.0176	0.4218
-4.0232	0.0176	0.422
-4.023	0.0176	0.4221
-4.0228	0.0176	0.4223
-4.0228	0.0176	0.4225
-4.0228	0.0176	0.4227
-4.0227	0.0176	0.4229
-4.0224	0.0176	0.423
-4.0224	0.0176	0.4232
-4.0223	0.0176	0.4234
-4.0223	0.0176	0.4236
-4.0222	0.0176	0.4237
-4.0218	0.0176	0.4239
-4.0216	0.0176	0.4241
-4.0216	0.0176	0.4243
-4.0214	0.0176	0.4244
-4.0213	0.0176	0.4246
-4.0213	0.0176	0.4248
-4.0212	0.0176	0.425
-4.0211	0.0176	0.4252
-4.0211	0.0176	0.4253
-4.021	0.0176	0.4255
-4.021	0.0176	0.4257
-4.021	0.0176	0.4259
-4.0208	0.0176	0.4261
-4.0206	0.0176	0.4262
-4.0204	0.0176	0.4264
-4.0202	0.0176	0.4266
-4.0193	0.0176	0.4268
-4.0187	0.0177	0.4269
-4.0187	0.0177	0.4271
-4.0181	0.0177	0.4273
-4.0181	0.0177	0.4275
-4.018	0.0177	0.4272
-4.0178	0.0177	0.4274
-4.0178	0.0177	0.4276
-4.0174	0.0177	0.4278
-4.0172	0.0177	0.428
-4.0172	0.0177	0.4281
-4.0171	0.0177	0.4283
-4.0171	0.0177	0.4285
-4.0165	0.0177	0.4287
-4.0164	0.0177	0.4289
-4.0163	0.0177	0.4291
-4.0154	0.0177	0.4292
-4.0153	0.0177	0.4294
-4.0151	0.0177	0.4296
-4.015	0.0177	0.4298
-4.015	0.0177	0.43
-4.0149	0.0177	0.4301
-4.0148	0.0177	0.4303
-4.0148	0.0177	0.4305
-4.0147	0.0177	0.4307
-4.0142	0.0177	0.4309
-4.014	0.0177	0.4311
-4.0137	0.0177	0.4312
-4.0137	0.0177	0.4314
-4.0133	0.0178	0.4316
-4.0132	0.0178	0.4318
-4.0131	0.0178	0.432
-4.0131	0.0178	0.4322
-4.0129	0.0178	0.4324
-4.0122	0.0178	0.4325
-4.0122	0.0178	0.4327
-4.012	0.0178	0.4329
-4.012	0.0178	0.4331
-4.012	0.0178	0.4333
-4.0119	0.0178	0.4335
-4.0115	0.0178	0.4336
-4.0114	0.0178	0.4338
-4.0112	0.0178	0.434
-4.011	0.0178	0.4342
-4.0107	0.0178	0.4344
-4.0107	0.0178	0.4346
-4.0104	0.0178	0.4348
-4.0104	0.0178	0.435
-4.0102	0.0178	0.4351
-4.01	0.0178	0.4353
-4.0099	0.0178	0.4355
-4.0098	0.0178	0.4357
-4.0097	0.0178	0.4359
-4.0095	0.0178	0.4361
-4.0094	0.0178	0.4363
-4.0093	0.0178	0.4364
-4.0092	0.0178	0.4366
-4.0084	0.0178	0.4368
-4.0072	0.0179	0.437
-4.007	0.0179	0.4372
-4.007	0.0179	0.4374
-4.0068	0.0179	0.4376
-4.0066	0.0179	0.4378
-4.0066	0.0179	0.438
-4.0065	0.0179	0.4381
-4.0065	0.0179	0.4383
-4.006	0.0179	0.4385
-4.0059	0.0179	0.4387
-4.0059	0.0179	0.4389
-4.0059	0.0179	0.4391
-4.0058	0.0179	0.4393
-4.0058	0.0179	0.4395
-4.0057	0.0179	0.4397
-4.0057	0.0179	0.4399
-4.0055	0.0179	0.4401
-4.0052	0.0179	0.4402
-4.005	0.0179	0.4404
-4.005	0.0179	0.4406
-4.005	0.0179	0.4408
-4.0043	0.0179	0.441
-4.0041	0.0179	0.4412
-4.0035	0.0179	0.4414
-4.0034	0.0179	0.4416
-4.0032	0.0179	0.4418
-4.0031	0.0179	0.442
-4.0029	0.0179	0.4422
-4.0027	0.0179	0.4424
-4.0022	0.0179	0.4426
-4.0018	0.018	0.4427
-4.0013	0.018	0.4429
-4.0007	0.018	0.4431
-4.0007	0.018	0.4433
-4.0004	0.018	0.4435
-4.0003	0.018	0.4437
-4.0003	0.018	0.4439
-4.0003	0.018	0.4441
-4.0002	0.018	0.4443
-4.0001	0.018	0.4445
-3.9999	0.018	0.4447
-3.9997	0.018	0.4449
-3.9995	0.018	0.4451
-3.9994	0.018	0.4453
-3.9994	0.018	0.4455
-3.9993	0.018	0.4457
-3.9993	0.018	0.4459
-3.9992	0.018	0.4461
-3.9992	0.018	0.4463
-3.999	0.018	0.446
-3.9989	0.018	0.4462
-3.9988	0.018	0.4464
-3.9987	0.018	0.4466
-3.9985	0.018	0.4468
-3.9983	0.018	0.447
-3.9982	0.018	0.4472
-3.998	0.018	0.4474
-3.998	0.018	0.4476
-3.9979	0.018	0.4478
-3.9978	0.018	0.448
-3.9976	0.018	0.4482
-3.9976	0.018	0.4484
-3.9969	0.018	0.4486
-3.9968	0.018	0.4488
-3.9967	0.018	0.449
-3.9965	0.018	0.4492
-3.9965	0.018	0.4494
-3.9965	0.018	0.4496
-3.9964	0.0181	0.4498
-3.9964	0.0181	0.45
-3.9959	0.0181	0.4502
-3.9958	0.0181	0.4504
-3.9955	0.0181	0.4506
-3.9955	0.0181	0.4508
-3.9954	0.0181	0.451
-3.9953	0.0181	0.4512
-3.995	0.0181	0.4514
-3.995	0.0181	0.4516
-3.9949	0.0181	0.4518
-3.9948	0.0181	0.452
-3.9947	0.0181	0.4522
-3.9947	0.0181	0.4524
-3.9938	0.0181	0.4526
-3.9935	0.0181	0.4528
-3.9934	0.0181	0.453
-3.9934	0.0181	0.4532
-3.9933	0.0181	0.4534
-3.9932	0.0181	0.4536
-3.9931	0.0181	0.4538
-3.9929	0.0181	0.454
-3.9925	0.0181	0.4542
-3.9925	0.0181	0.4544
-3.9923	0.0181	0.4546
-3.9922	0.0181	0.4548
-3.9918	0.0181	0.455
-3.9917	0.0181	0.4552
-3.9916	0.0181	0.4554
-3.9912	0.0181	0.4557
-3.9912	0.0181	0.4559
-3.9906	0.0182	0.4561
-3.9904	0.0182	0.4563
-3.9904	0.0182	0.4565
-3.9904	0.0182	0.4567
-3.9902	0.0182	0.4569
-3.99	0.0182	0.4571
-3.9899	0.0182	0.4573
-3.9895	0.0182	0.4575
-3.9895	0.0182	0.4577
-3.9891	0.0182	0.4579
-3.9889	0.0182	0.4581
-3.9886	0.0182	0.4583
-3.9886	0.0182	0.4585
-3.9886	0.0182	0.4587
-3.9882	0.0182	0.4589
-3.9881	0.0182	0.4591
-3.9879	0.0182	0.4593
-3.9877	0.0182	0.4595
-3.9876	0.0182	0.4598
-3.9874	0.0182	0.46
-3.9873	0.0182	0.4602
-3.9871	0.0182	0.4604
-3.9868	0.0182	0.4606
-3.9865	0.0182	0.4608
-3.9864	0.0182	0.461
-3.9862	0.0182	0.4612
-3.9858	0.0182	0.4614
-3.9858	0.0182	0.4616
-3.9858	0.0182	0.4619
-3.9855	0.0182	0.4621
-3.9854	0.0182	0.4623
-3.9854	0.0182	0.4625
-3.9852	0.0183	0.4627
-3.9851	0.0183	0.4629
-3.985	0.0183	0.4631
-3.9849	0.0183	0.4633
-3.9849	0.0183	0.4635
-3.9845	0.0183	0.4638
-3.9843	0.0183	0.464
-3.984	0.0183	0.4642
-3.9838	0.0183	0.4644
-3.9837	0.0183	0.4646
-3.9836	0.0183	0.4648
-3.9832	0.0183	0.465
-3.983	0.0183	0.4653
-3.983	0.0183	0.4655
-3.983	0.0183	0.4657
-3.9828	0.0183	0.4659
-3.9825	0.0183	0.4661
-3.9823	0.0183	0.4663
-3.9821	0.0183	0.4665
-3.982	0.0183	0.4668
-3.9819	0.0183	0.467
-3.9817	0.0183	0.4672
-3.9816	0.0183	0.4674
-3.9812	0.0183	0.4676
-3.9809	0.0183	0.4678
-3.9809	0.0183	0.4681
-3.9808	0.0183	0.4683
-3.9808	0.0183	0.4685
-3.9804	0.0183	0.4687
-3.98	0.0183	0.4689
-3.9798	0.0183	0.4691
-3.9795	0.0184	0.4694
-3.9791	0.0184	0.4696
-3.9791	0.0184	0.4698
-3.9789	0.0184	0.47
-3.9789	0.0184	0.4702
-3.9782	0.0184	0.4705
-3.9782	0.0184	0.4707
-3.9782	0.0184	0.4709
-3.978	0.0184	0.4711
-3.9778	0.0184	0.4713
-3.9776	0.0184	0.4715
-3.9774	0.0184	0.4718
-3.9772	0.0184	0.472
-3.9771	0.0184	0.4722
-3.9771	0.0184	0.4724
-3.977	0.0184	0.4727
-3.977	0.0184	0.4729
-3.9769	0.0184	0.4731
-3.9765	0.0184	0.4733
-3.9765	0.0184	0.4735
-3.9763	0.0184	0.4738
-3.9758	0.0184	0.4737
-3.9758	0.0184	0.474
-3.9757	0.0184	0.4742
-3.9753	0.0184	0.4744
-3.975	0.0184	0.4746
-3.9749	0.0184	0.4748
-3.9748	0.0184	0.4751
-3.9747	0.0184	0.4753
-3.9747	0.0184	0.4755
-3.9745	0.0184	0.4757
-3.9743	0.0184	0.476
-3.9743	0.0184	0.4762
-3.9742	0.0184	0.4764
-3.9737	0.0185	0.4766
-3.9734	0.0185	0.4769
-3.9733	0.0185	0.4771
-3.9728	0.0185	0.4773
-3.9727	0.0185	0.4775
-3.9726	0.0185	0.4778
-3.9725	0.0185	0.478
-3.9723	0.0185	0.4782
-3.9722	0.0185	0.4784
-3.9721	0.0185	0.4787
-3.972	0.0185	0.4789
-3.9719	0.0185	0.4791
-3.9714	0.0185	0.4794
-3.9705	0.0185	0.4796
-3.9701	0.0185	0.4798
-3.9698	0.0185	0.48
-3.9698	0.0185	0.4803
-3.9696	0.0185	0.4805
-3.9695	0.0185	0.4807
-3.9694	0.0185	0.481
-3.9691	0.0185	0.4812
-3.969	0.0185	0.4814
-3.9688	0.0185	0.4816
-3.9687	0.0185	0.4819
-3.9686	0.0185	0.4821
-3.9685	0.0186	0.4823
-3.9685	0.0186	0.4826
-3.9679	0.0186	0.4828
-3.9679	0.0186	0.483
-3.9674	0.0186	0.4833
-3.9673	0.0186	0.4835
-3.9671	0.0186	0.4837
-3.967	0.0186	0.4839
-3.967	0.0186	0.4842
-3.967	0.0186	0.4844
-3.9669	0.0186	0.4846
-3.9659	0.0186	0.4849
-3.9658	0.0186	0.4851
-3.9657	0.0186	0.4853
-3.9657	0.0186	0.4856
-3.9648	0.0186	0.4858
-3.9646	0.0186	0.486
-3.9642	0.0186	0.4863
-3.9642	0.0186	0.4865
-3.9637	0.0186	0.4867
-3.9635	0.0186	0.487
-3.9634	0.0186	0.4872
-3.9634	0.0186	0.4875
-3.9633	0.0186	0.4877
-3.9632	0.0186	0.4879
-3.9631	0.0186	0.4882
-3.963	0.0187	0.4884
-3.9629	0.0187	0.4886
-3.9628	0.0187	0.4889
-3.9627	0.0187	0.4891
-3.9627	0.0187	0.4893
-3.9627	0.0187	0.4896
-3.9625	0.0187	0.4898
-3.9619	0.0187	0.4901
-3.9618	0.0187	0.4903
-3.9617	0.0187	0.4905
-3.9616	0.0187	0.4908
-3.9616	0.0187	0.491
-3.9614	0.0187	0.4912
-3.9613	0.0187	0.4915
-3.9613	0.0187	0.4917
-3.9612	0.0187	0.492
-3.9611	0.0187	0.4922
-3.96	0.0187	0.4924
-3.9598	0.0187	0.4927
-3.9598	0.0187	0.4929
-3.9596	0.0187	0.4932
-3.9596	0.0187	0.4934
-3.9595	0.0187	0.4936
-3.9594	0.0187	0.4939
-3.9593	0.0187	0.4941
-3.9592	0.0187	0.4944
-3.9589	0.0187	0.4946
-3.9586	0.0187	0.4949
-3.9584	0.0187	0.4951
-3.9581	0.0187	0.4953
-3.958	0.0187	0.4956
-3.9579	0.0187	0.4958
-3.9578	0.0187	0.4961
-3.9574	0.0188	0.4963
-3.9573	0.0188	0.4966
-3.9568	0.0188	0.4968
-3.9565	0.0188	0.497
-3.9561	0.0188	0.4973
-3.9557	0.0188	0.4975
-3.9556	0.0188	0.4978
-3.9555	0.0188	0.498
-3.9553	0.0188	0.4983
-3.955	0.0188	0.4985
-3.955	0.0188	0.4988
-3.9549	0.0188	0.499
-3.9548	0.0188	0.4993
-3.9546	0.0188	0.4995
-3.9542	0.0188	0.4998
-3.954	0.0188	0.5
-3.9536	0.0188	0.5002
-3.9535	0.0188	0.5005
-3.9529	0.0188	0.5007
-3.9529	0.0188	0.501
-3.9525	0.0188	0.5012
-3.9517	0.0189	0.5015
-3.9514	0.0189	0.5017
-3.9503	0.0189	0.502
-3.9503	0.0189	0.5022
-3.9503	0.0189	0.5025
-3.9502	0.0189	0.5027
-3.9498	0.0189	0.503
-3.9495	0.0189	0.5032
-3.9493	0.0189	0.5035
-3.9487	0.0189	0.5037
-3.9484	0.0189	0.504
-3.9483	0.0189	0.5042
-3.9483	0.0189	0.5045
-3.9481	0.0189	0.5048
-3.948	0.0189	0.505
-3.948	0.0189	0.5053
-3.948	0.0189	0.5055
-3.9476	0.0189	0.5058
-3.9473	0.0189	0.506
-3.9471	0.0189	0.5063
-3.9469	0.0189	0.5065
-3.9467	0.019	0.5068
-3.9465	0.019	0.507
-3.9463	0.019	0.5073
-3.9461	0.019	0.5075
-3.9457	0.019	0.5076
-3.9456	0.019	0.5078
-3.9454	0.019	0.5081
-3.9453	0.019	0.5083
-3.9452	0.019	0.5086
-3.9446	0.019	0.5088
-3.9445	0.019	0.5091
-3.9444	0.019	0.5093
-3.9444	0.019	0.5096
-3.9441	0.019	0.5099
-3.944	0.019	0.5101
-3.9434	0.019	0.5104
-3.9427	0.019	0.5106
-3.9426	0.019	0.5109
-3.9425	0.019	0.5112
-3.9424	0.019	0.5114
-3.9423	0.019	0.5117
-3.9421	0.019	0.5119
-3.9421	0.019	0.5122
-3.941	0.0191	0.5125
-3.9409	0.0191	0.5127
-3.9406	0.0191	0.513
-3.9404	0.0191	0.5132
-3.9402	0.0191	0.5135
-3.9391	0.0191	0.5138
-3.9391	0.0191	0.514
-3.9382	0.0191	0.5143
-3.9379	0.0191	0.5145
-3.9373	0.0191	0.5148
-3.9361	0.0192	0.5151
-3.9356	0.0192	0.5153
-3.9354	0.0192	0.5156
-3.9352	0.0192	0.5159
-3.9351	0.0192	0.5161
-3.935	0.0192	0.5164
-3.9346	0.0192	0.5167
-3.9343	0.0192	0.5169
-3.9342	0.0192	0.5172
-3.934	0.0192	0.5175
-3.9337	0.0192	0.5177
-3.9332	0.0192	0.518
-3.9332	0.0192	0.5183
-3.9331	0.0192	0.5185
-3.9326	0.0192	0.5188
-3.9322	0.0192	0.5191
-3.9321	0.0192	0.5193
-3.932	0.0192	0.5196
-3.9318	0.0192	0.5199
-3.931	0.0192	0.5201
-3.9304	0.0193	0.5204
-3.9304	0.0193	0.5207
-3.9301	0.0193	0.5209
-3.9299	0.0193	0.5212
-3.9297	0.0193	0.5215
-3.9296	0.0193	0.5217
-3.9294	0.0193	0.522
-3.9283	0.0193	0.5223
-3.928	0.0193	0.5226
-3.928	0.0193	0.5228
-3.9276	0.0193	0.5231
-3.9275	0.0193	0.5234
-3.9274	0.0193	0.5236
-3.927	0.0193	0.5239
-3.9267	0.0193	0.5242
-3.9266	0.0193	0.5245
-3.9262	0.0193	0.5247
-3.9261	0.0193	0.525
-3.9259	0.0193	0.5253
-3.9256	0.0193	0.5255
-3.9255	0.0194	0.5258
-3.9253	0.0194	0.5261
-3.9253	0.0194	0.5264
-3.9252	0.0194	0.5266
-3.9252	0.0194	0.5269
-3.9249	0.0194	0.5272
-3.9246	0.0194	0.5275
-3.9243	0.0194	0.5277
-3.9237	0.0194	0.528
-3.9234	0.0194	0.5283
-3.923	0.0194	0.5286
-3.9229	0.0194	0.5289
-3.9225	0.0194	0.5291
-3.9224	0.0194	0.5294
-3.9223	0.0194	0.5297
-3.9216	0.0194	0.53
-3.9216	0.0194	0.5302
-3.9215	0.0194	0.5305
-3.9214	0.0194	0.5308
-3.92	0.0195	0.5311
-3.9198	0.0195	0.5314
-3.9197	0.0195	0.5316
-3.9195	0.0195	0.5319
-3.9193	0.0195	0.5322
-3.9188	0.0195	0.5325
-3.9188	0.0195	0.5328
-3.9175	0.0195	0.5331
-3.9173	0.0195	0.5333
-3.9173	0.0195	0.5336
-3.9173	0.0195	0.5339
-3.9167	0.0195	0.5342
-3.9167	0.0195	0.5345
-3.9165	0.0195	0.5347
-3.9164	0.0195	0.535
-3.9161	0.0195	0.5353
-3.9155	0.0195	0.5356
-3.9155	0.0195	0.5359
-3.9152	0.0195	0.5362
-3.9152	0.0195	0.5365
-3.9149	0.0196	0.5367
-3.9148	0.0196	0.537
-3.9147	0.0196	0.5373
-3.9144	0.0196	0.5376
-3.9136	0.0196	0.5374
-3.9131	0.0196	0.5379
-3.9131	0.0196	0.5382
-3.9129	0.0196	0.5385
-3.9128	0.0196	0.5388
-3.9125	0.0196	0.5391
-3.9124	0.0196	0.5394
-3.9118	0.0196	0.5397
-3.9116	0.0196	0.5399
-3.9112	0.0196	0.5402
-3.9102	0.0196	0.5405
-3.9096	0.0197	0.5408
-3.9095	0.0197	0.5411
-3.9093	0.0197	0.5414
-3.9092	0.0197	0.5417
-3.9092	0.0197	0.542
-3.909	0.0197	0.5423
-3.9082	0.0197	0.5426
-3.9082	0.0197	0.5429
-3.908	0.0197	0.5431
-3.9078	0.0197	0.5434
-3.9067	0.0197	0.5437
-3.9064	0.0197	0.544
-3.906	0.0197	0.5443
-3.9057	0.0197	0.5446
-3.9055	0.0197	0.5449
-3.9049	0.0197	0.5452
-3.9041	0.0198	0.5455
-3.904	0.0198	0.5458
-3.9039	0.0198	0.5461
-3.9029	0.0198	0.5464
-3.9028	0.0198	0.5467
-3.9027	0.0198	0.547
-3.9027	0.0198	0.5473
-3.9026	0.0198	0.5476
-3.9019	0.0198	0.5479
-3.9017	0.0198	0.5482
-3.9016	0.0198	0.5485
-3.9011	0.0198	0.5488
-3.9005	0.0198	0.5491
-3.9004	0.0198	0.5494
-3.9002	0.0198	0.5497
-3.9001	0.0198	0.55
-3.8998	0.0198	0.5503
-3.8997	0.0198	0.5506
-3.8997	0.0198	0.5509
-3.8996	0.0198	0.5512
-3.8993	0.0199	0.5515
-3.8987	0.0199	0.5518
-3.8986	0.0199	0.5521
-3.8982	0.0199	0.5524
-3.8976	0.0199	0.5527
-3.8975	0.0199	0.553
-3.8975	0.0199	0.5533
-3.8975	0.0199	0.5536
-3.8973	0.0199	0.5539
-3.897	0.0199	0.5542
-3.8966	0.0199	0.5545
-3.8966	0.0199	0.5548
-3.8965	0.0199	0.5551
-3.8961	0.0199	0.5554
-3.8957	0.0199	0.5557
-3.8955	0.0199	0.556
-3.8944	0.0199	0.5564
-3.8941	0.02	0.5567
-3.8939	0.02	0.557
-3.8933	0.02	0.5573
-3.893	0.02	0.5576
-3.8929	0.02	0.5579
-3.8924	0.02	0.5582
-3.8924	0.02	0.5585
-3.8917	0.02	0.5588
-3.8916	0.02	0.5591
-3.8905	0.02	0.5594
-3.8903	0.02	0.5598
-3.8902	0.02	0.5601
-3.8896	0.02	0.5604
-3.8894	0.02	0.5607
-3.889	0.0201	0.561
-3.8883	0.0201	0.5613
-3.888	0.0201	0.5616
-3.8877	0.0201	0.5619
-3.8876	0.0201	0.5623
-3.8875	0.0201	0.5626
-3.8873	0.0201	0.5629
-3.8872	0.0201	0.5632
-3.8867	0.0201	0.5635
-3.8858	0.0201	0.5638
-3.885	0.0201	0.5641
-3.8849	0.0201	0.5645
-3.8843	0.0201	0.5648
