OBS	Resp	PPV
-3.8842	0.0202	0.5651
-3.8839	0.0202	0.5654
-3.8833	0.0202	0.5657
-3.8831	0.0202	0.566
-3.8829	0.0202	0.5664
-3.8824	0.0202	0.5667
-3.882	0.0202	0.567
-3.8819	0.0202	0.5673
-3.8818	0.0202	0.5676
-3.8817	0.0202	0.568
-3.8817	0.0202	0.5683
-3.8813	0.0202	0.5686
-3.8807	0.0202	0.5689
-3.8806	0.0202	0.5692
-3.8801	0.0202	0.5696
-3.8792	0.0202	0.5693
-3.8786	0.0203	0.57
-3.8785	0.0203	0.5703
-3.8784	0.0203	0.5706
-3.8784	0.0203	0.5709
-3.8781	0.0203	0.5713
-3.8775	0.0203	0.5716
-3.8774	0.0203	0.5719
-3.8773	0.0203	0.5722
-3.8764	0.0203	0.5726
-3.8759	0.0203	0.5729
-3.8755	0.0203	0.5732
-3.8754	0.0203	0.5735
-3.8745	0.0203	0.5739
-3.8745	0.0203	0.5742
-3.8744	0.0203	0.5745
-3.8743	0.0203	0.5749
-3.8739	0.0204	0.5752
-3.8738	0.0204	0.5755
-3.8738	0.0204	0.5758
-3.8734	0.0204	0.5762
-3.8733	0.0204	0.5765
-3.8733	0.0204	0.5768
-3.8731	0.0204	0.5772
-3.8731	0.0204	0.5775
-3.873	0.0204	0.5778
-3.873	0.0204	0.5782
-3.8728	0.0204	0.5785
-3.8725	0.0204	0.5788
-3.8723	0.0204	0.5792
-3.8718	0.0204	0.5795
-3.8717	0.0204	0.5798
-3.8716	0.0204	0.5802
-3.8712	0.0204	0.5805
-3.8705	0.0204	0.5808
-3.87	0.0204	0.5812
-3.87	0.0204	0.5815
-3.8691	0.0205	0.5818
-3.869	0.0205	0.5822
-3.8688	0.0205	0.5825
-3.8686	0.0205	0.5829
-3.8683	0.0205	0.5832
-3.868	0.0205	0.5835
-3.8676	0.0205	0.5839
-3.8676	0.0205	0.5842
-3.8673	0.0205	0.5845
-3.8672	0.0205	0.5849
-3.8665	0.0205	0.5852
-3.8662	0.0205	0.5856
-3.865	0.0205	0.5859
-3.8647	0.0205	0.5862
-3.8632	0.0206	0.5866
-3.8626	0.0206	0.5869
-3.8622	0.0206	0.5873
-3.8612	0.0206	0.5876
-3.8603	0.0206	0.588
-3.8603	0.0206	0.5883
-3.8588	0.0207	0.5886
-3.8588	0.0207	0.589
-3.8582	0.0207	0.5893
-3.8581	0.0207	0.5897
-3.8576	0.0207	0.59
-3.857	0.0207	0.5904
-3.856	0.0207	0.5907
-3.8556	0.0207	0.5911
-3.8554	0.0207	0.5914
-3.8551	0.0207	0.5918
-3.855	0.0207	0.5921
-3.8544	0.0207	0.5925
-3.8541	0.0208	0.5928
-3.8538	0.0208	0.5932
-3.8529	0.0208	0.5935
-3.8526	0.0208	0.5939
-3.8526	0.0208	0.5942
-3.8517	0.0208	0.5946
-3.8508	0.0208	0.5949
-3.8502	0.0208	0.5953
-3.8495	0.0208	0.5956
-3.8494	0.0208	0.596
-3.8492	0.0209	0.5963
-3.8492	0.0209	0.5967
-3.8486	0.0209	0.597
-3.8484	0.0209	0.5974
-3.8482	0.0209	0.5977
-3.8478	0.0209	0.5981
-3.8475	0.0209	0.5985
-3.8473	0.0209	0.5988
-3.8472	0.0209	0.5992
-3.8471	0.0209	0.5995
-3.8453	0.0209	0.5999
-3.845	0.0209	0.6002
-3.8448	0.0209	0.6006
-3.8442	0.021	0.601
-3.8441	0.021	0.6013
-3.844	0.021	0.6017
-3.8438	0.021	0.602
-3.8437	0.021	0.6024
-3.8433	0.021	0.6028
-3.8428	0.021	0.6031
-3.8428	0.021	0.6035
-3.842	0.021	0.6038
-3.8419	0.021	0.6042
-3.8399	0.021	0.6046
-3.8396	0.021	0.6049
-3.8395	0.0211	0.6053
-3.8395	0.0211	0.6057
-3.8383	0.0211	0.606
-3.8378	0.0211	0.6064
-3.8378	0.0211	0.6068
-3.8377	0.0211	0.6071
-3.8373	0.0211	0.6075
-3.837	0.0211	0.6079
-3.8369	0.0211	0.6082
-3.8366	0.0211	0.6086
-3.8366	0.0211	0.609
-3.8357	0.0211	0.6093
-3.8356	0.0211	0.6097
-3.8353	0.0211	0.6101
-3.8344	0.0212	0.6104
-3.8344	0.0212	0.6108
-3.8342	0.0212	0.6112
-3.8338	0.0212	0.6116
-3.8334	0.0212	0.6119
-3.8327	0.0212	0.6123
-3.8312	0.0212	0.6127
-3.8301	0.0212	0.613
-3.8292	0.0213	0.6134
-3.8291	0.0213	0.6138
-3.8291	0.0213	0.6142
-3.8285	0.0213	0.6145
-3.8284	0.0213	0.6149
-3.8281	0.0213	0.6153
-3.8279	0.0213	0.6157
-3.8273	0.0213	0.616
-3.8269	0.0213	0.6164
-3.8268	0.0213	0.6168
-3.8264	0.0213	0.6172
-3.8262	0.0213	0.6176
-3.8259	0.0213	0.6179
-3.8246	0.0214	0.6183
-3.8245	0.0214	0.6187
-3.8238	0.0214	0.6191
-3.8237	0.0214	0.6195
-3.8232	0.0214	0.6198
-3.823	0.0214	0.6202
-3.823	0.0214	0.6206
-3.8228	0.0214	0.621
-3.8228	0.0214	0.6214
-3.8228	0.0214	0.6218
-3.8225	0.0214	0.6221
-3.8224	0.0214	0.6225
-3.8217	0.0214	0.6229
-3.8215	0.0214	0.6233
-3.8212	0.0214	0.6237
-3.8204	0.0214	0.6241
-3.82	0.0215	0.6245
-3.8198	0.0215	0.6248
-3.8192	0.0215	0.6252
-3.8191	0.0215	0.6256
-3.819	0.0215	0.626
-3.8186	0.0215	0.6264
-3.8173	0.0215	0.6268
-3.8173	0.0215	0.6272
-3.8171	0.0215	0.6276
-3.8156	0.0216	0.628
-3.8153	0.0216	0.6284
-3.8148	0.0216	0.6288
-3.8137	0.0216	0.6291
-3.8132	0.0216	0.6295
-3.8124	0.0216	0.6299
-3.8119	0.0216	0.6303
-3.8113	0.0216	0.6307
-3.8109	0.0216	0.6311
-3.8105	0.0217	0.6315
-3.8085	0.0217	0.6319
-3.808	0.0217	0.6323
-3.8058	0.0218	0.6327
-3.805	0.0218	0.6331
-3.8049	0.0218	0.6335
-3.8049	0.0218	0.6339
-3.8048	0.0218	0.6343
-3.8042	0.0218	0.6347
-3.8039	0.0218	0.6351
-3.8025	0.0218	0.6355
-3.8017	0.0218	0.6359
-3.8006	0.0219	0.6363
-3.8	0.0219	0.6367
-3.7985	0.0219	0.6371
-3.7975	0.0219	0.6375
-3.7968	0.0219	0.6379
-3.7961	0.022	0.6383
-3.796	0.022	0.6387
-3.7947	0.022	0.6391
-3.7946	0.022	0.6395
-3.7925	0.022	0.6399
-3.79	0.0221	0.6404
-3.7896	0.0221	0.6408
-3.7882	0.0221	0.6412
-3.788	0.0221	0.6416
-3.7878	0.0221	0.642
-3.7872	0.0222	0.6424
-3.7864	0.0222	0.6428
-3.7859	0.0222	0.6432
-3.7833	0.0222	0.6436
-3.7827	0.0223	0.644
-3.7823	0.0223	0.6445
-3.7812	0.0223	0.6449
-3.7802	0.0223	0.6453
-3.78	0.0223	0.6457
-3.7789	0.0223	0.6461
-3.7787	0.0223	0.6465
-3.7782	0.0224	0.6469
-3.778	0.0224	0.6474
-3.7771	0.0224	0.6478
-3.7771	0.0224	0.6482
-3.7765	0.0224	0.6486
-3.7762	0.0224	0.649
-3.7762	0.0224	0.6495
-3.7751	0.0224	0.6499
-3.7731	0.0225	0.6503
-3.7729	0.0225	0.6507
-3.7728	0.0225	0.6511
-3.7723	0.0225	0.6516
-3.7719	0.0225	0.652
-3.7718	0.0225	0.6524
-3.7713	0.0225	0.6528
-3.7692	0.0226	0.6532
-3.7682	0.0226	0.6537
-3.7677	0.0226	0.6541
-3.7675	0.0226	0.6545
-3.7669	0.0226	0.6549
-3.7668	0.0226	0.6554
-3.7667	0.0226	0.6558
-3.7665	0.0226	0.6562
-3.7648	0.0226	0.6567
-3.7644	0.0227	0.6571
-3.7642	0.0227	0.6575
-3.764	0.0227	0.6579
-3.7635	0.0227	0.6584
-3.7634	0.0227	0.6588
-3.7622	0.0227	0.6592
-3.7619	0.0227	0.6597
-3.7611	0.0227	0.6601
-3.76	0.0228	0.6605
-3.7588	0.0228	0.661
-3.7587	0.0228	0.6614
-3.758	0.0228	0.6618
-3.7571	0.0228	0.6623
-3.7561	0.0228	0.6627
-3.7555	0.0229	0.6632
-3.7551	0.0229	0.6636
-3.7537	0.0229	0.664
-3.751	0.023	0.6645
-3.7505	0.023	0.6649
-3.7499	0.023	0.6653
-3.7499	0.023	0.6658
-3.7496	0.023	0.6662
-3.7488	0.023	0.6667
-3.7484	0.023	0.6671
-3.747	0.023	0.6676
-3.7464	0.0231	0.6673
-3.7452	0.0231	0.6678
-3.7449	0.0231	0.6682
-3.7436	0.0231	0.6687
-3.7434	0.0231	0.6691
-3.7433	0.0231	0.6696
-3.7421	0.0232	0.67
-3.7388	0.0232	0.6704
-3.7385	0.0232	0.6709
-3.7384	0.0232	0.6713
-3.737	0.0233	0.6718
-3.7363	0.0233	0.6722
-3.7362	0.0233	0.672
-3.7361	0.0233	0.6725
-3.7337	0.0233	0.6729
-3.7336	0.0233	0.6734
-3.7334	0.0234	0.6738
-3.7332	0.0234	0.6743
-3.7325	0.0234	0.6747
-3.7316	0.0234	0.6752
-3.7307	0.0234	0.6756
-3.7302	0.0234	0.6754
-3.7296	0.0234	0.6759
-3.7293	0.0234	0.6763
-3.7281	0.0235	0.6768
-3.7281	0.0235	0.6772
-3.7273	0.0235	0.6777
-3.7271	0.0235	0.6782
-3.727	0.0235	0.6786
-3.7261	0.0235	0.6784
-3.7256	0.0235	0.6789
-3.7241	0.0236	0.6793
-3.7235	0.0236	0.6798
-3.7227	0.0236	0.6802
-3.722	0.0236	0.6807
-3.7196	0.0237	0.6812
-3.7194	0.0237	0.6816
-3.7192	0.0237	0.6821
-3.7182	0.0237	0.6826
-3.7182	0.0237	0.683
-3.7181	0.0237	0.6835
-3.7145	0.0238	0.684
-3.7132	0.0238	0.6844
-3.7125	0.0238	0.6849
-3.7123	0.0238	0.6854
-3.7115	0.0239	0.6858
-3.711	0.0239	0.6863
-3.7101	0.0239	0.6868
-3.7099	0.0239	0.6872
-3.7081	0.0239	0.6877
-3.7066	0.024	0.6882
-3.7052	0.024	0.6887
-3.7042	0.024	0.6891
-3.7037	0.024	0.6896
-3.7034	0.024	0.6901
-3.7027	0.0241	0.6906
-3.7026	0.0241	0.691
-3.7025	0.0241	0.6915
-3.7024	0.0241	0.692
-3.7024	0.0241	0.6925
-3.7007	0.0241	0.6929
-3.7004	0.0241	0.6934
-3.6987	0.0242	0.6939
-3.6986	0.0242	0.6944
-3.6968	0.0242	0.6949
-3.6965	0.0242	0.6954
-3.6957	0.0242	0.6958
-3.6953	0.0242	0.6963
-3.6943	0.0243	0.6968
-3.6936	0.0243	0.6973
-3.6919	0.0243	0.6978
-3.6904	0.0244	0.6983
-3.6896	0.0244	0.6987
-3.6887	0.0244	0.6992
-3.6885	0.0244	0.6997
-3.6873	0.0244	0.7002
-3.6855	0.0245	0.7007
-3.6852	0.0245	0.7012
-3.6836	0.0245	0.7017
-3.6835	0.0245	0.7022
-3.6834	0.0245	0.7027
-3.6832	0.0245	0.7032
-3.6828	0.0245	0.7037
-3.6809	0.0246	0.7041
-3.6803	0.0246	0.7046
-3.6759	0.0247	0.7051
-3.6754	0.0247	0.7056
-3.675	0.0247	0.7061
-3.6749	0.0247	0.7066
-3.6748	0.0247	0.7071
-3.6746	0.0247	0.7076
-3.6712	0.0248	0.7081
-3.671	0.0248	0.7086
-3.6709	0.0248	0.7091
-3.669	0.0249	0.7096
-3.6688	0.0249	0.7101
-3.6687	0.0249	0.7106
-3.6686	0.0249	0.7111
-3.6684	0.0249	0.7116
-3.6681	0.0249	0.7122
-3.6678	0.0249	0.7127
-3.6665	0.0249	0.7132
-3.6657	0.0249	0.7137
-3.6648	0.025	0.7142
-3.6639	0.025	0.7147
-3.661	0.0251	0.7152
-3.6608	0.0251	0.7157
-3.6603	0.0251	0.7162
-3.6593	0.0251	0.7167
-3.6588	0.0251	0.7173
-3.6547	0.0252	0.7178
-3.6541	0.0252	0.7183
-3.6533	0.0253	0.7188
-3.6531	0.0253	0.7193
-3.6526	0.0253	0.7198
-3.6502	0.0253	0.7203
-3.649	0.0254	0.7209
-3.649	0.0254	0.7214
-3.6482	0.0254	0.7219
-3.6476	0.0254	0.7224
-3.6474	0.0254	0.7229
-3.6473	0.0254	0.7235
-3.6469	0.0254	0.724
-3.645	0.0255	0.7245
-3.6441	0.0255	0.725
-3.6438	0.0255	0.7256
-3.6436	0.0255	0.7261
-3.6422	0.0255	0.7266
-3.6414	0.0255	0.7271
-3.6413	0.0255	0.7277
-3.6403	0.0256	0.7282
-3.638	0.0256	0.7287
-3.6365	0.0257	0.7293
-3.6356	0.0257	0.7298
-3.6353	0.0257	0.7303
-3.6327	0.0258	0.7309
-3.6324	0.0258	0.7314
-3.6319	0.0258	0.7319
-3.6308	0.0258	0.7325
-3.6306	0.0258	0.733
-3.6294	0.0258	0.7335
-3.6289	0.0259	0.7341
-3.6276	0.0259	0.7346
-3.6241	0.026	0.7351
-3.624	0.026	0.7357
-3.6235	0.026	0.7362
-3.6235	0.026	0.7368
-3.6228	0.026	0.7373
-3.6222	0.026	0.7378
-3.6204	0.0261	0.7384
-3.6204	0.0261	0.7389
-3.6188	0.0261	0.7395
-3.6136	0.0262	0.74
-3.612	0.0263	0.7406
-3.6118	0.0263	0.7411
-3.6104	0.0263	0.7417
-3.6076	0.0264	0.7422
-3.605	0.0265	0.7428
-3.605	0.0265	0.7426
-3.604	0.0265	0.7431
-3.603	0.0265	0.7437
-3.6028	0.0265	0.7442
-3.6015	0.0266	0.7448
-3.6013	0.0266	0.7453
-3.6011	0.0266	0.7459
-3.6002	0.0266	0.7457
-3.5989	0.0266	0.7463
-3.5959	0.0267	0.7468
-3.5934	0.0268	0.7474
-3.5878	0.0269	0.7479
-3.587	0.0269	0.7485
-3.5869	0.0269	0.7491
-3.5857	0.027	0.7496
-3.5821	0.0271	0.7502
-3.5813	0.0271	0.7508
-3.5811	0.0271	0.7513
-3.5803	0.0271	0.7519
-3.5775	0.0272	0.7524
-3.5758	0.0272	0.753
-3.575	0.0273	0.7536
-3.5737	0.0273	0.7541
-3.5731	0.0273	0.7547
-3.5706	0.0274	0.7553
-3.5676	0.0274	0.7559
-3.5645	0.0275	0.7564
-3.5631	0.0276	0.757
-3.561	0.0276	0.7568
-3.5597	0.0277	0.7574
-3.556	0.0278	0.758
-3.5538	0.0278	0.7585
-3.5533	0.0278	0.7591
-3.5526	0.0279	0.7589
-3.5526	0.0279	0.7595
-3.5524	0.0279	0.7601
-3.551	0.0279	0.7607
-3.5486	0.028	0.7613
-3.5457	0.028	0.7618
-3.5435	0.0281	0.7624
-3.5421	0.0281	0.763
-3.5387	0.0282	0.7636
-3.535	0.0283	0.7642
-3.5321	0.0284	0.7648
-3.532	0.0284	0.7653
-3.5305	0.0285	0.7659
-3.5302	0.0285	0.7665
-3.5245	0.0286	0.7671
-3.5231	0.0287	0.7669
-3.521	0.0287	0.7675
-3.5131	0.0289	0.7681
-3.512	0.029	0.7687
-3.5103	0.029	0.7693
-3.5081	0.0291	0.7699
-3.5066	0.0291	0.7705
-3.5065	0.0291	0.7711
-3.506	0.0291	0.7717
-3.5051	0.0292	0.7723
-3.5021	0.0293	0.7729
-3.4996	0.0293	0.7735
-3.4981	0.0294	0.7733
-3.4969	0.0294	0.7739
-3.4956	0.0294	0.7745
-3.4928	0.0295	0.7751
-3.4926	0.0295	0.7757
-3.4874	0.0297	0.7763
-3.4849	0.0297	0.7769
-3.4809	0.0299	0.7775
-3.4806	0.0299	0.7781
-3.4794	0.0299	0.7787
-3.4793	0.0299	0.7786
-3.478	0.0299	0.7792
-3.4771	0.03	0.7798
-3.4761	0.03	0.7804
-3.4741	0.0301	0.781
-3.4741	0.0301	0.7816
-3.4716	0.0301	0.7822
-3.4704	0.0302	0.7828
-3.4703	0.0302	0.7835
-3.4699	0.0302	0.7841
-3.4698	0.0302	0.7847
-3.4696	0.0302	0.7853
-3.4693	0.0302	0.7859
-3.4649	0.0303	0.7866
-3.4636	0.0304	0.7872
-3.4599	0.0305	0.7878
-3.4534	0.0307	0.7884
-3.4528	0.0307	0.7883
-3.4509	0.0307	0.7881
-3.4505	0.0308	0.7887
-3.45	0.0308	0.7893
-3.4497	0.0308	0.7892
-3.4496	0.0308	0.7898
-3.4483	0.0308	0.7904
-3.4478	0.0308	0.7911
-3.4451	0.0309	0.7909
-3.4448	0.0309	0.7915
-3.4418	0.031	0.7922
-3.4409	0.031	0.7928
-3.4408	0.031	0.7926
-3.4371	0.0312	0.7933
-3.4357	0.0312	0.7939
-3.4356	0.0312	0.7945
-3.4353	0.0312	0.7952
-3.4263	0.0315	0.7958
-3.4224	0.0316	0.7965
-3.4217	0.0316	0.7963
-3.4211	0.0316	0.7969
-3.4198	0.0317	0.7976
-3.4196	0.0317	0.7982
-3.4147	0.0318	0.7989
-3.4098	0.032	0.7995
-3.4097	0.032	0.8002
-3.4085	0.032	0.8008
-3.4083	0.032	0.8015
-3.4071	0.0321	0.8021
-3.4024	0.0322	0.8028
-3.399	0.0323	0.8034
-3.3969	0.0324	0.8041
-3.3954	0.0324	0.8047
-3.3922	0.0325	0.8054
-3.3916	0.0326	0.806
-3.3897	0.0326	0.8067
-3.3885	0.0327	0.8073
-3.3844	0.0328	0.808
-3.382	0.0329	0.8087
-3.381	0.0329	0.8093
-3.3747	0.0331	0.81
-3.3743	0.0331	0.8107
-3.3741	0.0331	0.8113
-3.3696	0.0333	0.812
-3.3667	0.0334	0.8127
-3.3651	0.0334	0.8133
-3.3646	0.0334	0.814
-3.3639	0.0334	0.8147
-3.3587	0.0336	0.8153
-3.357	0.0337	0.816
-3.3568	0.0337	0.8159
-3.355	0.0337	0.8165
-3.3514	0.0338	0.8172
-3.3486	0.0339	0.8179
-3.3477	0.034	0.8186
-3.3461	0.034	0.8192
-3.3438	0.0341	0.8199
-3.3377	0.0343	0.8206
-3.3368	0.0343	0.8204
-3.3355	0.0344	0.8203
-3.3336	0.0344	0.8201
-3.3284	0.0346	0.8208
-3.3281	0.0346	0.8207
-3.3261	0.0347	0.8205
-3.3254	0.0347	0.8212
-3.3207	0.0349	0.8219
-3.3154	0.035	0.8218
-3.3115	0.0352	0.8224
-3.3061	0.0354	0.8223
-3.3045	0.0354	0.823
-3.3037	0.0354	0.8237
-3.3004	0.0356	0.8235
-3.285	0.0361	0.8242
-3.2813	0.0362	0.8249
-3.2781	0.0363	0.8248
-3.2778	0.0363	0.8246
-3.2751	0.0364	0.8245
-3.2743	0.0365	0.8252
-3.2742	0.0365	0.8259
-3.2734	0.0365	0.8266
-3.2729	0.0365	0.8264
-3.2697	0.0366	0.8271
-3.2694	0.0366	0.8278
-3.2654	0.0368	0.8285
-3.2591	0.037	0.8292
-3.2523	0.0372	0.8299
-3.2351	0.0379	0.8306
-3.2301	0.038	0.8313
-3.2285	0.0381	0.8321
-3.2285	0.0381	0.8328
-3.225	0.0382	0.8335
-3.2219	0.0383	0.8342
-3.2187	0.0385	0.8349
-3.2167	0.0385	0.8356
-3.2155	0.0386	0.8363
-3.2132	0.0387	0.837
-3.2118	0.0387	0.8378
-3.2088	0.0388	0.8385
-3.2027	0.0391	0.8392
-3.2025	0.0391	0.8399
-3.2021	0.0391	0.8398
-3.1976	0.0393	0.8405
-3.1918	0.0395	0.8412
-3.1844	0.0398	0.842
-3.1792	0.04	0.8427
-3.164	0.0405	0.8434
-3.16	0.0407	0.8442
-3.1562	0.0408	0.8449
-3.1499	0.0411	0.8456
-3.1435	0.0413	0.8464
-3.1369	0.0416	0.8471
-3.1181	0.0424	0.8478
-3.1002	0.0431	0.8486
-3.089	0.0436	0.8493
-3.0856	0.0437	0.85
-3.0767	0.0441	0.8508
-3.0657	0.0445	0.8515
-3.0557	0.045	0.8523
-3.0552	0.045	0.8521
-3.053	0.0451	0.852
-3.0514	0.0452	0.8519
-3.0484	0.0453	0.8518
-3.0421	0.0456	0.8525
-3.0343	0.0459	0.8533
-3.0154	0.0467	0.854
-3.0008	0.0474	0.8548
-3	0.0474	0.8555
-2.9959	0.0476	0.8563
-2.9863	0.0481	0.857
-2.981	0.0483	0.8578
-2.972	0.0487	0.8585
-2.9518	0.0497	0.8593
-2.9492	0.0498	0.8601
-2.9395	0.0502	0.8608
-2.9232	0.051	0.8616
-2.9183	0.0513	0.8623
-2.9126	0.0515	0.8631
-2.9004	0.0521	0.8639
-2.9001	0.0521	0.8646
-2.8788	0.0532	0.8654
-2.8726	0.0535	0.8653
-2.8602	0.0542	0.8652
-2.855	0.0544	0.866
-2.8354	0.0554	0.8667
-2.8279	0.0558	0.8675
-2.813	0.0566	0.8683
-2.812	0.0567	0.8691
-2.7941	0.0576	0.8698
-2.7841	0.0582	0.8706
-2.7469	0.0603	0.8714
-2.7405	0.0606	0.8722
-2.7403	0.0606	0.873
-2.7215	0.0617	0.8729
-2.6589	0.0654	0.8736
-2.6574	0.0655	0.8744
-2.6553	0.0657	0.8752
-2.6008	0.0691	0.876
-2.5788	0.0705	0.8759
-2.5752	0.0707	0.8767
-2.5728	0.0709	0.8766
-2.5683	0.0712	0.8774
-2.5322	0.0736	0.8782
-2.4999	0.0759	0.879
-2.4932	0.0763	0.8798
-2.4801	0.0773	0.8806
-2.431	0.0808	0.8814
-2.4172	0.0819	0.8822
-2.407	0.0826	0.8821
-2.4026	0.083	0.882
-2.3994	0.0832	0.8819
-2.3758	0.085	0.8818
-2.369	0.0856	0.8826
-2.3348	0.0883	0.8825
-2.3221	0.0893	0.8824
-2.3186	0.0896	0.8832
-2.316	0.0898	0.884
-2.3099	0.0903	0.8848
-2.2998	0.0911	0.8847
-2.2735	0.0933	0.8846
-2.2627	0.0943	0.8854
-2.259	0.0946	0.8862
-2.2527	0.0951	0.8861
-2.2359	0.0966	0.8869
-2.2279	0.0973	0.8868
-2.219	0.0981	0.8877
-2.202	0.0996	0.8885
-2.1956	0.1001	0.8884
-2.1843	0.1012	0.8892
-2.1736	0.1021	0.89
-2.142	0.1051	0.8909
-2.0636	0.1127	0.8917
-2.0585	0.1132	0.8925
-2.052	0.1138	0.8924
-2.0437	0.1147	0.8933
-2.016	0.1175	0.8941
-2.0144	0.1177	0.894
-2.0095	0.1182	0.8939
-1.9707	0.1223	0.8938
-1.9636	0.1231	0.8937
-1.9375	0.1259	0.8945
-1.9171	0.1282	0.8954
-1.8993	0.1302	0.8953
-1.8945	0.1307	0.8961
-1.8925	0.131	0.897
-1.8393	0.1371	0.8978
-1.8224	0.1391	0.8987
-1.8038	0.1414	0.8986
-1.7996	0.1419	0.8985
-1.7879	0.1433	0.8993
-1.7748	0.1449	0.8992
-1.7747	0.145	0.8991
-1.7651	0.1461	0.9
-1.7298	0.1506	0.8999
-1.6966	0.1549	0.9008
-1.6866	0.1562	0.9016
-1.6822	0.1568	0.9025
-1.6742	0.1579	0.9033
-1.6403	0.1624	0.9042
-1.6293	0.1639	0.9041
-1.6014	0.1678	0.905
-1.5753	0.1715	0.9049
-1.5633	0.1732	0.9058
-1.5461	0.1757	0.9066
-1.4409	0.1914	0.9065
-1.416	0.1953	0.9073
-1.3502	0.2058	0.9072
-1.3483	0.2062	0.9081
-1.313	0.212	0.908
-1.3103	0.2124	0.9089
-1.2972	0.2146	0.9088
-1.2842	0.2168	0.9097
-1.2605	0.2209	0.9106
-1.2429	0.2239	0.9105
-1.2424	0.224	0.9114
-1.2404	0.2244	0.9123
-1.2327	0.2257	0.9122
-1.224	0.2272	0.9121
-1.2141	0.229	0.912
-1.2061	0.2304	0.9119
-1.1897	0.2333	0.9128
-1.1808	0.2349	0.9127
-1.1604	0.2386	0.9126
-1.1483	0.2408	0.9125
-1.1354	0.2432	0.9124
-1.1195	0.2461	0.9133
-1.0914	0.2514	0.9142
-1.0714	0.2551	0.9141
-1.0287	0.2633	0.914
-1.0146	0.2661	0.9149
-0.8965	0.2898	0.9148
-0.8828	0.2926	0.9157
-0.8518	0.2991	0.9166
-0.8504	0.2993	0.9165
-0.8436	0.3008	0.9164
-0.7791	0.3145	0.9163
-0.7595	0.3188	0.9172
-0.7381	0.3234	0.9181
-0.7334	0.3245	0.918
-0.7014	0.3315	0.9189
-0.68	0.3363	0.9188
-0.6699	0.3385	0.9187
-0.6532	0.3423	0.9196
-0.6428	0.3446	0.9195
-0.6405	0.3451	0.9204
-0.626	0.3484	0.9214
-0.6092	0.3523	0.9213
-0.5255	0.3716	0.9222
-0.5125	0.3746	0.9221
-0.5011	0.3773	0.9231
-0.4956	0.3786	0.924
-0.4937	0.379	0.9239
-0.4483	0.3898	0.9238
-0.4395	0.3919	0.9237
-0.4219	0.3961	0.9236
-0.365	0.4098	0.9235
-0.3156	0.4218	0.9234
-0.3108	0.4229	0.9233
-0.308	0.4236	0.9232
-0.2273	0.4434	0.923
-0.1962	0.4511	0.9229
-0.1938	0.4517	0.9228
-0.1227	0.4694	0.9244
-0.0705	0.4824	0.9243
-0.0648	0.4838	0.9242
-0.0549	0.4863	0.9241
-0.0074	0.4982	0.9248
0.0049	0.5012	0.9247
0.0299	0.5075	0.9257
0.0559	0.514	0.9256
0.0698	0.5174	0.9255
0.084	0.521	0.9265
0.0935	0.5234	0.9264
0.101	0.5252	0.9263
0.1021	0.5255	0.9262
0.1308	0.5327	0.9261
0.1318	0.5329	0.926
0.1355	0.5338	0.927
0.1469	0.5367	0.9269
0.1609	0.5401	0.9268
0.1937	0.5483	0.9267
0.1998	0.5498	0.9277
0.2206	0.5549	0.9276
0.2265	0.5564	0.9286
0.2276	0.5566	0.9296
0.2617	0.5651	0.9295
0.2683	0.5667	0.9294
0.2698	0.567	0.9293
0.2793	0.5694	0.9292
0.2827	0.5702	0.9291
0.3106	0.577	0.9301
0.3205	0.5794	0.9311
0.3428	0.5849	0.931
0.4309	0.6061	0.9309
0.447	0.6099	0.9308
0.4481	0.6102	0.9307
0.452	0.6111	0.9306
0.4535	0.6115	0.9316
0.4953	0.6214	0.9315
0.497	0.6217	0.9325
0.4975	0.6219	0.9324
0.4986	0.6221	0.9323
0.5082	0.6244	0.9322
0.5273	0.6289	0.9333
0.5663	0.6379	0.9332
0.6363	0.6539	0.9342
0.6488	0.6567	0.9341
0.7155	0.6716	0.934
0.7204	0.6727	0.9339
0.7334	0.6755	0.9338
0.7365	0.6762	0.9349
0.7462	0.6784	0.9348
0.7629	0.682	0.9347
0.7954	0.689	0.9346
0.825	0.6953	0.9345
0.8662	0.704	0.9344
0.9037	0.7117	0.9354
0.9088	0.7127	0.9353
0.9537	0.7219	0.9352
0.9683	0.7248	0.9351
0.9773	0.7266	0.9362
0.989	0.7289	0.9361
0.9913	0.7293	0.936
1.0136	0.7337	0.937
1.0186	0.7347	0.9369
1.0256	0.7361	0.938
1.0316	0.7372	0.9379
1.055	0.7417	0.9378
1.0905	0.7485	0.9388
1.1117	0.7524	0.9387
1.1173	0.7535	0.9398
1.1342	0.7566	0.9397
1.1371	0.7571	0.9396
1.1733	0.7637	0.9395
1.1893	0.7666	0.9394
1.208	0.7699	0.9393
1.2142	0.771	0.9404
1.2161	0.7714	0.9403
1.2258	0.7731	0.9402
1.2352	0.7747	0.9401
1.239	0.7754	0.94
1.2455	0.7765	0.9411
1.2526	0.7777	0.941
1.3275	0.7904	0.9409
1.3488	0.7939	0.9408
1.3588	0.7956	0.9419
1.3935	0.8011	0.9418
1.4056	0.8031	0.9417
1.4229	0.8058	0.9428
1.4406	0.8085	0.9427
1.4468	0.8095	0.9426
1.4578	0.8112	0.9437
1.4608	0.8117	0.9436
1.4701	0.8131	0.9435
1.49	0.8161	0.9434
1.5134	0.8196	0.9433
1.5901	0.8306	0.9444
